index,host,pair,EA_site,IP_site,PE_site,rd_saAB
1340,Pd,NbCd,0.4465,7.8765,1.645,0.64645
1341,Pd,NbIn,0.5965,6.2725,1.69,0.6333
1342,Pd,NbSn,1.0465,7.051500000000000,1.78,0.62155
1343,Pd,NbHf,0.4465,6.792,1.4500000000000000,0.8346
1344,Pd,NbTa,0.6075,7.3245,1.55,0.8054
1345,Pd,NbW,0.854,7.3695,1.98,0.7821500000000000
1346,Pd,NbRe,0.5215,7.3195,1.75,0.76265
1347,Pd,NbOs,0.9965,7.7295,1.9,0.74635
1348,Pd,NbIr,1.229,7.9295,1.9,0.7337
1349,Pd,NbPt,1.5105,7.8795,1.94,0.72205
1350,Pd,NbAu,1.601,7.992500000000000,2.0700000000000000,0.7086
1351,Pd,NbHg,0.4465,8.598500000000000,1.8,0.69475
1352,Pd,NbTl,0.5465,6.4335,1.61,0.68205
1353,Pd,MoRu,0.898,7.2265,2.18,0.6874
1354,Pd,MoRh,0.9415,7.275500000000000,2.22,0.6702
1355,Pd,MoAg,1.024,7.334,2.045,0.63815
1356,Pd,MoCd,0.373,8.043,1.925,0.6234
1357,Pd,MoIn,0.523,6.439,1.97,0.61025
1358,Pd,MoSn,0.973,7.218,2.06,0.5985
1359,Pd,MoHf,0.373,6.9585,1.73,0.81155
1360,Pd,MoTa,0.534,7.491,1.83,0.7823500000000000
1361,Pd,MoW,0.7805,7.536,2.26,0.7591
1362,Pd,MoRe,0.448,7.486,2.03,0.7396
1363,Pd,MoOs,0.923,7.896000000000000,2.18,0.7233
1364,Pd,MoIr,1.1555,8.096,2.18,0.71065
1365,Pd,MoPt,1.437,8.046,2.22,0.6990000000000000
1366,Pd,MoAu,1.5275,8.159,2.35,0.6855500000000000
1367,Pd,MoHg,0.373,8.765,2.08,0.6717
1368,Pd,MoTl,0.473,6.6,1.89,0.659
1369,Pd,RuRh,1.0935,7.41,2.24,0.63015
1370,Pd,RuAg,1.1760000000000000,7.4685,2.065,0.5981
1371,Pd,RuCd,0.525,8.1775,1.945,0.58335
1372,Pd,RuIn,0.675,6.573500000000000,1.99,0.5702
1373,Pd,RuSn,1.125,7.3525,2.08,0.55845
1374,Pd,RuHf,0.525,7.093,1.75,0.7715
1375,Pd,RuTa,0.686,7.6255,1.85,0.7423
1376,Pd,RuW,0.9325,7.6705,2.28,0.71905
1377,Pd,RuRe,0.6,7.6205,2.05,0.69955
1378,Pd,RuOs,1.0750000000000000,8.0305,2.2,0.6832500000000000
1379,Pd,RuIr,1.3075,8.2305,2.2,0.6706
1380,Pd,RuPt,1.589,8.1805,2.24,0.6589500000000000
1381,Pd,RuAu,1.6795,8.2935,2.37,0.6455
1382,Pd,RuHg,0.525,8.8995,2.1,0.63165
1383,Pd,RuTl,0.625,6.7345,1.91,0.61895
1384,Pd,RhAg,1.2195,7.5175,2.105,0.5809
1385,Pd,RhCd,0.5685,8.2265,1.985,0.5661500000000000
1386,Pd,RhIn,0.7185,6.6225,2.03,0.5530000000000000
1387,Pd,RhSn,1.1685,7.4015,2.12,0.54125
1388,Pd,RhHf,0.5685,7.142,1.79,0.7543
1389,Pd,RhTa,0.7295,7.6745,1.89,0.7251000000000000
1390,Pd,RhW,0.976,7.7195,2.32,0.70185
1391,Pd,RhRe,0.6435,7.669500000000000,2.09,0.68235
1392,Pd,RhOs,1.1185,8.0795,2.24,0.66605
1393,Pd,RhIr,1.351,8.279500000000000,2.24,0.6534
1394,Pd,RhPt,1.6325,8.2295,2.28,0.64175
1395,Pd,RhAu,1.723,8.342500000000000,2.41,0.6283000000000000
1396,Pd,RhHg,0.5685,8.9485,2.14,0.6144500000000000
1397,Pd,RhTl,0.6685,6.7835,1.95,0.60175
1398,Pd,AgCd,0.651,8.285,1.81,0.5341
1399,Pd,AgIn,0.801,6.681000000000000,1.855,0.52095
1400,Pd,AgSn,1.251,7.46,1.945,0.5092
1401,Pd,AgHf,0.651,7.2005,1.615,0.72225
1402,Pd,AgTa,0.812,7.733,1.715,0.6930500000000000
1403,Pd,AgW,1.0585,7.778,2.145,0.6698
1404,Pd,AgRe,0.726,7.728,1.915,0.6503
1405,Pd,AgOs,1.201,8.138,2.065,0.6340000000000000
1406,Pd,AgIr,1.4335,8.338,2.065,0.62135
1407,Pd,AgPt,1.715,8.288,2.105,0.6097000000000000
1408,Pd,AgAu,1.8055,8.401,2.235,0.59625
1409,Pd,AgHg,0.651,9.007,1.965,0.5824
1410,Pd,AgTl,0.751,6.842,1.775,0.5697
1411,Pd,CdIn,0.15,7.39,1.735,0.5062
1412,Pd,CdSn,0.6,8.169,1.825,0.49445
1413,Pd,CdHf,0.0,7.909500000000000,1.495,0.7075
1414,Pd,CdTa,0.161,8.442,1.595,0.6783
1415,Pd,CdW,0.4075,8.487,2.025,0.6550500000000000
1416,Pd,CdRe,0.075,8.437,1.795,0.6355500000000000
1417,Pd,CdOs,0.55,8.847,1.945,0.61925
1418,Pd,CdIr,0.7825,9.047,1.945,0.6066
1419,Pd,CdPt,1.064,8.997,1.985,0.59495
1420,Pd,CdAu,1.1545,9.11,2.115,0.5815
1421,Pd,CdHg,0.0,9.716,1.845,0.56765
1422,Pd,CdTl,0.1,7.551,1.655,0.55495
1423,Pd,InSn,0.75,6.565,1.87,0.4813
1424,Pd,InHf,0.15,6.3055,1.54,0.69435
1425,Pd,InTa,0.311,6.838000000000000,1.64,0.66515
1426,Pd,InW,0.5575,6.883,2.07,0.6419000000000000
1427,Pd,InRe,0.2250000000000000,6.833,1.84,0.6224000000000000
1428,Pd,InOs,0.7000000000000000,7.243000000000000,1.99,0.6061
1429,Pd,InIr,0.9325,7.443,1.99,0.59345
1430,Pd,InPt,1.214,7.393,2.03,0.5818
1431,Pd,InAu,1.3045,7.506,2.16,0.56835
1432,Pd,InHg,0.15,8.112,1.89,0.5545
1433,Pd,InTl,0.25,5.947000000000000,1.7000000000000000,0.5418000000000000
1434,Pd,SnHf,0.6,7.0845,1.63,0.6826
1435,Pd,SnTa,0.761,7.617,1.73,0.6534
1436,Pd,SnW,1.0075000000000000,7.662000000000000,2.16,0.63015
1437,Pd,SnRe,0.6750000000000000,7.612,1.93,0.61065
1438,Pd,SnOs,1.15,8.022,2.08,0.5943500000000000
1439,Pd,SnIr,1.3825000000000000,8.222,2.08,0.5817
1440,Pd,SnPt,1.664,8.172,2.12,0.57005
1441,Pd,SnAu,1.7545000000000000,8.285,2.25,0.5566
1442,Pd,SnHg,0.6,8.891,1.98,0.5427500000000000
1443,Pd,SnTl,0.7,6.726,1.79,0.53005
1444,Pd,HfTa,0.161,7.3575,1.4,0.8664500000000000
1445,Pd,HfW,0.4075,7.4025,1.83,0.8432
1446,Pd,HfRe,0.075,7.3525,1.6,0.8237
1447,Pd,HfOs,0.55,7.762500000000000,1.75,0.8074000000000000
1448,Pd,HfIr,0.7825,7.9625,1.75,0.79475
1449,Pd,HfPt,1.064,7.9125,1.79,0.7831000000000000
1450,Pd,HfAu,1.1545,8.025500000000000,1.92,0.76965
1451,Pd,HfHg,0.0,8.6315,1.65,0.7558
1452,Pd,HfTl,0.1,6.4665,1.46,0.7431
1453,Pd,TaW,0.5685,7.935,1.93,0.8140000000000000
1454,Pd,TaRe,0.236,7.885,1.7,0.7945
1455,Pd,TaOs,0.7110000000000000,8.295,1.85,0.7782
1456,Pd,TaIr,0.9435,8.495,1.85,0.76555
1457,Pd,TaPt,1.225,8.445,1.89,0.7539
1458,Pd,TaAu,1.3155,8.558,2.02,0.74045
1459,Pd,TaHg,0.161,9.164,1.75,0.7266
1460,Pd,TaTl,0.261,6.999,1.56,0.7139
1461,Pd,WRe,0.4825,7.93,2.13,0.77125
1462,Pd,WOs,0.9575,8.34,2.28,0.75495
1463,Pd,WIr,1.19,8.54,2.28,0.7423
1464,Pd,WPt,1.4715,8.49,2.32,0.73065
1465,Pd,WAu,1.562,8.603000000000000,2.45,0.7172000000000000
1466,Pd,WHg,0.4075,9.209,2.18,0.7033500000000000
1467,Pd,WTl,0.5075,7.0440000000000000,1.99,0.69065
1468,Pd,ReOs,0.625,8.29,2.05,0.7354500000000000
1469,Pd,ReIr,0.8575000000000000,8.49,2.05,0.7228
1470,Pd,RePt,1.139,8.44,2.09,0.71115
1471,Pd,ReAu,1.2295,8.553,2.22,0.6977
1472,Pd,ReHg,0.075,9.159,1.95,0.6838500000000000
1473,Pd,ReTl,0.175,6.994,1.76,0.67115
1474,Pd,OsIr,1.3325,8.900000000000000,2.2,0.7065000000000000
1475,Pd,OsPt,1.614,8.85,2.24,0.69485
1476,Pd,OsAu,1.7045,8.963000000000000,2.37,0.6814
1477,Pd,OsHg,0.55,9.569,2.1,0.66755
1478,Pd,OsTl,0.65,7.404,1.91,0.6548500000000000
1479,Pd,IrPt,1.8465,9.05,2.24,0.6822000000000000
1480,Pd,IrAu,1.937,9.163,2.37,0.66875
1481,Pd,IrHg,0.7825,9.769,2.1,0.6549
1482,Pd,IrTl,0.8825,7.604000000000000,1.91,0.6422
1483,Pd,PtAu,2.2185,9.113,2.41,0.6571
1484,Pd,PtHg,1.064,9.719,2.14,0.64325
1485,Pd,PtTl,1.164,7.554,1.95,0.6305500000000000
1486,Pd,AuHg,1.1545,9.832,2.27,0.6298
1487,Pd,AuTl,1.2545000000000000,7.667,2.08,0.6171
1488,Pd,HgTl,0.1,8.273,1.81,0.6032500000000000
