index,host,pair,EA_site,IP_site,PE_site,rd_saAB
450,Cu,SnHg,0.6,8.891,1.98,0.5427500000000000
451,Cu,SnTl,0.7,6.726,1.79,0.53005
452,Cu,HfTa,0.161,7.3575,1.4,0.8664500000000000
453,Cu,HfW,0.4075,7.4025,1.83,0.8432
454,Cu,HfRe,0.075,7.3525,1.6,0.8237
455,Cu,HfOs,0.55,7.762500000000000,1.75,0.8074000000000000
456,Cu,HfIr,0.7825,7.9625,1.75,0.79475
457,Cu,HfPt,1.064,7.9125,1.79,0.7831000000000000
458,Cu,HfAu,1.1545,8.025500000000000,1.92,0.76965
459,Cu,HfHg,0.0,8.6315,1.65,0.7558
460,Cu,HfTl,0.1,6.4665,1.46,0.7431
461,Cu,TaW,0.5685,7.935,1.93,0.8140000000000000
462,Cu,TaRe,0.236,7.885,1.7,0.7945
463,Cu,TaOs,0.7110000000000000,8.295,1.85,0.7782
464,Cu,TaIr,0.9435,8.495,1.85,0.76555
465,Cu,TaPt,1.225,8.445,1.89,0.7539
466,Cu,TaAu,1.3155,8.558,2.02,0.74045
467,Cu,TaHg,0.161,9.164,1.75,0.7266
468,Cu,TaTl,0.261,6.999,1.56,0.7139
469,Cu,WRe,0.4825,7.93,2.13,0.77125
470,Cu,WOs,0.9575,8.34,2.28,0.75495
471,Cu,WIr,1.19,8.54,2.28,0.7423
472,Cu,WPt,1.4715,8.49,2.32,0.73065
473,Cu,WAu,1.562,8.603000000000000,2.45,0.7172000000000000
474,Cu,WHg,0.4075,9.209,2.18,0.7033500000000000
475,Cu,WTl,0.5075,7.0440000000000000,1.99,0.69065
476,Cu,ReOs,0.625,8.29,2.05,0.7354500000000000
477,Cu,ReIr,0.8575000000000000,8.49,2.05,0.7228
478,Cu,RePt,1.139,8.44,2.09,0.71115
479,Cu,ReAu,1.2295,8.553,2.22,0.6977
480,Cu,ReHg,0.075,9.159,1.95,0.6838500000000000
481,Cu,ReTl,0.175,6.994,1.76,0.67115
482,Cu,OsIr,1.3325,8.900000000000000,2.2,0.7065000000000000
483,Cu,OsPt,1.614,8.85,2.24,0.69485
484,Cu,OsAu,1.7045,8.963000000000000,2.37,0.6814
485,Cu,OsHg,0.55,9.569,2.1,0.66755
486,Cu,OsTl,0.65,7.404,1.91,0.6548500000000000
487,Cu,IrPt,1.8465,9.05,2.24,0.6822000000000000
488,Cu,IrAu,1.937,9.163,2.37,0.66875
489,Cu,IrHg,0.7825,9.769,2.1,0.6549
490,Cu,IrTl,0.8825,7.604000000000000,1.91,0.6422
491,Cu,PtAu,2.2185,9.113,2.41,0.6571
492,Cu,PtHg,1.064,9.719,2.14,0.64325
493,Cu,PtTl,1.164,7.554,1.95,0.6305500000000000
494,Cu,AuHg,1.1545,9.832,2.27,0.6298
495,Cu,AuTl,1.2545000000000000,7.667,2.08,0.6171
496,Cu,HgTl,0.1,8.273,1.81,0.6032500000000000
497,Zn,ScTi,0.1335,6.6945,1.4500000000000000,0.5504
498,Zn,ScV,0.3565,6.6535,1.495,0.52845
499,Zn,ScCr,0.427,6.664,1.51,0.5103500000000000
500,Zn,ScMn,0.094,6.9975000000000000,1.455,0.4948
501,Zn,ScFe,0.1755,7.2315,1.5950000000000000,0.48175
502,Zn,ScCo,0.4245,7.221,1.62,0.4702
503,Zn,ScNi,0.6720000000000000,7.1005,1.635,0.459575
504,Zn,ScCu,0.708,7.1435,1.63,0.450225
505,Zn,ScGa,0.244,6.280000000000000,1.585,0.431875
506,Zn,ScGe,0.769,7.2305,1.685,0.424
507,Zn,ScY,0.2475,6.389000000000000,1.29,0.76335
508,Zn,ScZr,0.307,6.5975,1.3450000000000000,0.71345
509,Zn,ScNb,0.5405,6.66,1.48,0.67745
510,Zn,ScMo,0.4670000000000000,6.826500000000000,1.7600000000000000,0.6544000000000000
511,Zn,ScRu,0.619,6.961,1.7800000000000000,0.61435
512,Zn,ScRh,0.6625,7.01,1.82,0.5971500000000000
513,Zn,ScPd,0.3725,7.449,1.7800000000000000,0.581
514,Zn,ScAg,0.745,7.0685,1.645,0.5651000000000000
515,Zn,ScCd,0.094,7.7775,1.525,0.55035
516,Zn,ScIn,0.244,6.1735,1.57,0.5372
517,Zn,ScSn,0.694,6.952500000000000,1.66,0.52545
518,Zn,ScHf,0.094,6.693,1.33,0.7385000000000000
519,Zn,ScTa,0.255,7.2255,1.4300000000000000,0.7093
520,Zn,ScW,0.5015,7.2705,1.86,0.68605
521,Zn,ScRe,0.1690000000000000,7.220500000000000,1.63,0.66655
522,Zn,ScOs,0.644,7.6305,1.7800000000000000,0.65025
523,Zn,ScIr,0.8765,7.8305,1.7800000000000000,0.6376
524,Zn,ScPt,1.158,7.7805,1.82,0.62595
525,Zn,ScAu,1.2485000000000000,7.8935,1.95,0.6125
526,Zn,ScHg,0.094,8.499500000000000,1.6800000000000000,0.59865
527,Zn,ScTl,0.194,6.3345,1.4900000000000000,0.58595
528,Zn,TiV,0.302,6.787000000000000,1.585,0.4975000000000000
529,Zn,TiCr,0.3725,6.7975,1.6,0.4794
530,Zn,TiMn,0.0395,7.131,1.545,0.46385
531,Zn,TiFe,0.121,7.365,1.685,0.4508
532,Zn,TiCo,0.37,7.3545,1.71,0.43925
533,Zn,TiNi,0.6175000000000000,7.234,1.725,0.428625
534,Zn,TiCu,0.6535,7.277,1.72,0.4192750000000000
535,Zn,TiGa,0.1895,6.4135,1.675,0.400925
536,Zn,TiGe,0.7145,7.364000000000000,1.775,0.39305
537,Zn,TiY,0.193,6.5225,1.38,0.7324000000000000
538,Zn,TiZr,0.2525,6.731,1.435,0.6825
539,Zn,TiNb,0.486,6.7935,1.57,0.6465
540,Zn,TiMo,0.4125,6.96,1.85,0.6234500000000000
541,Zn,TiRu,0.5645,7.0945,1.87,0.5834000000000000
542,Zn,TiRh,0.608,7.1435,1.91,0.5662
543,Zn,TiPd,0.318,7.5825,1.87,0.5500500000000000
544,Zn,TiAg,0.6905,7.202,1.735,0.5341500000000000
545,Zn,TiCd,0.0395,7.911,1.615,0.5194
546,Zn,TiIn,0.1895,6.307,1.66,0.50625
547,Zn,TiSn,0.6395,7.086,1.75,0.4945
548,Zn,TiHf,0.0395,6.8265,1.42,0.7075500000000000
549,Zn,TiTa,0.2005,7.359,1.52,0.67835
550,Zn,TiW,0.4470000000000000,7.404,1.95,0.6551
551,Zn,TiRe,0.1145000000000000,7.354,1.72,0.6356000000000000
552,Zn,TiOs,0.5895,7.764000000000000,1.87,0.6193
553,Zn,TiIr,0.822,7.964,1.87,0.6066500000000000
554,Zn,TiPt,1.1035,7.914,1.91,0.595
555,Zn,TiAu,1.1940000000000000,8.027000000000000,2.04,0.58155
556,Zn,TiHg,0.0395,8.633000000000000,1.77,0.5677
557,Zn,TiTl,0.1395,6.468,1.58,0.5550000000000000
558,Zn,VCr,0.5955,6.756500000000000,1.645,0.45745
559,Zn,VMn,0.2625,7.09,1.59,0.4419000000000000
560,Zn,VFe,0.344,7.324,1.73,0.4288500000000000
561,Zn,VCo,0.593,7.3135,1.755,0.4173
562,Zn,VNi,0.8405,7.193,1.77,0.406675
563,Zn,VCu,0.8765000000000000,7.236000000000000,1.765,0.397325
564,Zn,VGa,0.4125,6.3725000000000000,1.72,0.3789750000000000
565,Zn,VGe,0.9375,7.323,1.82,0.3711
566,Zn,VY,0.416,6.4815000000000000,1.4250000000000000,0.71045
567,Zn,VZr,0.4755,6.69,1.48,0.66055
568,Zn,VNb,0.7090000000000000,6.7525,1.615,0.6245500000000000
569,Zn,VMo,0.6355,6.9190000000000000,1.895,0.6015
570,Zn,VRu,0.7875000000000000,7.0535,1.915,0.56145
571,Zn,VRh,0.831,7.1025,1.955,0.54425
572,Zn,VPd,0.541,7.5415,1.915,0.5281
573,Zn,VAg,0.9135,7.161,1.7800000000000000,0.5122
574,Zn,VCd,0.2625,7.87,1.66,0.4974500000000000
575,Zn,VIn,0.4125,6.266,1.705,0.4843000000000000
576,Zn,VSn,0.8625,7.045,1.795,0.47255
577,Zn,VHf,0.2625,6.785500000000000,1.465,0.6856
578,Zn,VTa,0.4235,7.318,1.565,0.6564
579,Zn,VW,0.6700000000000000,7.363,1.995,0.63315
580,Zn,VRe,0.3375,7.313000000000000,1.765,0.61365
581,Zn,VOs,0.8125,7.723,1.915,0.5973500000000000
582,Zn,VIr,1.045,7.923,1.915,0.5847
583,Zn,VPt,1.3265,7.873,1.955,0.57305
584,Zn,VAu,1.417,7.986000000000000,2.085,0.5596
585,Zn,VHg,0.2625,8.592,1.815,0.54575
586,Zn,VTl,0.3625,6.427,1.625,0.53305
587,Zn,CrMn,0.333,7.1005,1.605,0.4238
588,Zn,CrFe,0.4145,7.3345,1.745,0.41075
589,Zn,CrCo,0.6635,7.324,1.77,0.3992
590,Zn,CrNi,0.911,7.2035,1.785,0.388575
591,Zn,CrCu,0.947,7.2465,1.7800000000000000,0.379225
592,Zn,CrGa,0.483,6.383,1.735,0.360875
593,Zn,CrGe,1.008,7.333500000000000,1.835,0.353
594,Zn,CrY,0.4865,6.492,1.44,0.69235
595,Zn,CrZr,0.546,6.7005,1.495,0.64245
596,Zn,CrNb,0.7795000000000000,6.763,1.63,0.6064500000000000
597,Zn,CrMo,0.706,6.9295,1.91,0.5834
598,Zn,CrRu,0.8580000000000000,7.064,1.93,0.54335
599,Zn,CrRh,0.9015,7.113,1.97,0.52615
600,Zn,CrPd,0.6115,7.552,1.93,0.51
601,Zn,CrAg,0.984,7.1715,1.795,0.4941
602,Zn,CrCd,0.333,7.8805,1.6750000000000000,0.47935
603,Zn,CrIn,0.483,6.2765,1.72,0.4662
604,Zn,CrSn,0.933,7.0555,1.81,0.45445
605,Zn,CrHf,0.333,6.796,1.48,0.6675
606,Zn,CrTa,0.494,7.3285,1.58,0.6383000000000000
607,Zn,CrW,0.7405000000000000,7.3735,2.01,0.61505
608,Zn,CrRe,0.408,7.3235,1.7800000000000000,0.59555
609,Zn,CrOs,0.883,7.733500000000000,1.93,0.57925
610,Zn,CrIr,1.1155,7.9335,1.93,0.5666
611,Zn,CrPt,1.397,7.8835,1.97,0.55495
612,Zn,CrAu,1.4875,7.996500000000000,2.1,0.5415000000000000
613,Zn,CrHg,0.333,8.602500000000000,1.83,0.52765
614,Zn,CrTl,0.433,6.4375,1.64,0.51495
615,Zn,MnFe,0.0815,7.668,1.69,0.3952
616,Zn,MnCo,0.3305,7.657500000000000,1.715,0.38365
617,Zn,MnNi,0.578,7.537,1.73,0.373025
618,Zn,MnCu,0.614,7.58,1.725,0.3636750000000000
619,Zn,MnGa,0.15,6.7165,1.6800000000000000,0.345325
620,Zn,MnGe,0.675,7.667,1.7800000000000000,0.33745
621,Zn,MnY,0.1535,6.8255,1.385,0.6768000000000000
622,Zn,MnZr,0.213,7.034000000000000,1.44,0.6269
623,Zn,MnNb,0.4465,7.096500000000000,1.5750000000000000,0.5909
624,Zn,MnMo,0.373,7.263,1.855,0.56785
625,Zn,MnRu,0.525,7.3975,1.875,0.5278
626,Zn,MnRh,0.5685,7.4465,1.915,0.5106000000000000
627,Zn,MnPd,0.2785,7.8855,1.875,0.49445
628,Zn,MnAg,0.651,7.505,1.74,0.47855
629,Zn,MnCd,0.0,8.214,1.62,0.4638
630,Zn,MnIn,0.15,6.610000000000000,1.665,0.45065
631,Zn,MnSn,0.6,7.389,1.755,0.4389
632,Zn,MnHf,0.0,7.1295,1.425,0.65195
633,Zn,MnTa,0.161,7.662,1.525,0.62275
634,Zn,MnW,0.4075,7.707000000000000,1.955,0.5995000000000000
635,Zn,MnRe,0.075,7.657,1.725,0.5800000000000000
636,Zn,MnOs,0.55,8.067,1.875,0.5637
637,Zn,MnIr,0.7825,8.267,1.875,0.55105
638,Zn,MnPt,1.064,8.217,1.915,0.5394
639,Zn,MnAu,1.1545,8.33,2.045,0.52595
640,Zn,MnHg,0.0,8.936,1.775,0.5121
641,Zn,MnTl,0.1,6.771,1.585,0.4994
642,Zn,FeCo,0.412,7.891500000000000,1.855,0.3706
643,Zn,FeNi,0.6595,7.771,1.87,0.359975
644,Zn,FeCu,0.6955,7.814,1.865,0.3506250000000000
645,Zn,FeGa,0.2315000000000000,6.9505,1.82,0.332275
646,Zn,FeGe,0.7565000000000000,7.901,1.92,0.3244
647,Zn,FeY,0.235,7.0595,1.525,0.6637500000000000
648,Zn,FeZr,0.2945,7.268000000000000,1.58,0.61385
649,Zn,FeNb,0.528,7.330500000000000,1.715,0.57785
650,Zn,FeMo,0.4545,7.497,1.995,0.5548
651,Zn,FeRu,0.6065,7.6315,2.015,0.51475
652,Zn,FeRh,0.65,7.6805,2.055,0.49755
653,Zn,FePd,0.36,8.1195,2.015,0.4814
654,Zn,FeAg,0.7325,7.739,1.88,0.4655000000000000
655,Zn,FeCd,0.0815,8.448,1.76,0.45075
656,Zn,FeIn,0.2315000000000000,6.844000000000000,1.805,0.4376
657,Zn,FeSn,0.6815,7.623,1.895,0.42585
658,Zn,FeHf,0.0815,7.3635,1.565,0.6389
659,Zn,FeTa,0.2425,7.896,1.665,0.6097
660,Zn,FeW,0.489,7.941000000000000,2.095,0.5864500000000000
661,Zn,FeRe,0.1565,7.891,1.865,0.5669500000000000
662,Zn,FeOs,0.6315000000000000,8.301,2.015,0.55065
663,Zn,FeIr,0.864,8.501,2.015,0.538
664,Zn,FePt,1.1455,8.451,2.055,0.52635
665,Zn,FeAu,1.236,8.564,2.185,0.5129
666,Zn,FeHg,0.0815,9.17,1.915,0.49905
667,Zn,FeTl,0.1815,7.005,1.725,0.48635
668,Zn,CoNi,0.9085,7.7605,1.895,0.348425
669,Zn,CoCu,0.9445,7.8035,1.89,0.339075
670,Zn,CoGa,0.4805,6.94,1.845,0.320725
671,Zn,CoGe,1.0055,7.8905,1.945,0.3128500000000000
672,Zn,CoY,0.484,7.049,1.5500000000000000,0.6522
673,Zn,CoZr,0.5435,7.2575,1.605,0.6023000000000000
674,Zn,CoNb,0.777,7.32,1.74,0.5663
675,Zn,CoMo,0.7035,7.486500000000000,2.02,0.54325
676,Zn,CoRu,0.8555,7.621,2.04,0.5032
677,Zn,CoRh,0.899,7.67,2.08,0.486
678,Zn,CoPd,0.609,8.109,2.04,0.46985
679,Zn,CoAg,0.9815,7.7285,1.905,0.4539500000000000
680,Zn,CoCd,0.3305,8.4375,1.785,0.4392
681,Zn,CoIn,0.4805,6.8335,1.83,0.42605
682,Zn,CoSn,0.9305,7.612500000000000,1.92,0.4143
683,Zn,CoHf,0.3305,7.353,1.59,0.62735
684,Zn,CoTa,0.4915,7.8855,1.69,0.59815
685,Zn,CoW,0.738,7.9305,2.12,0.5749
686,Zn,CoRe,0.4055,7.8805,1.89,0.5554
687,Zn,CoOs,0.8805000000000000,8.2905,2.04,0.5391000000000000
688,Zn,CoIr,1.113,8.4905,2.04,0.52645
689,Zn,CoPt,1.3945,8.4405,2.08,0.5148000000000000
690,Zn,CoAu,1.485,8.5535,2.21,0.50135
691,Zn,CoHg,0.3305,9.1595,1.94,0.4875
692,Zn,CoTl,0.4305,6.9945,1.75,0.4748
693,Zn,NiCu,1.192,7.683,1.905,0.32845
694,Zn,NiGa,0.728,6.8195,1.86,0.3101
695,Zn,NiGe,1.253,7.77,1.96,0.3022250000000000
696,Zn,NiY,0.7315000000000000,6.9285,1.565,0.641575
697,Zn,NiZr,0.7910000000000000,7.1370000000000000,1.62,0.591675
698,Zn,NiNb,1.0245,7.1995000000000000,1.755,0.5556750000000000
699,Zn,NiMo,0.951,7.366,2.035,0.532625
700,Zn,NiRu,1.103,7.5005,2.055,0.492575
701,Zn,NiRh,1.1465,7.5495,2.095,0.475375
702,Zn,NiPd,0.8565,7.9885,2.055,0.459225
703,Zn,NiAg,1.229,7.608,1.92,0.4433250000000000
704,Zn,NiCd,0.578,8.317,1.8000000000000000,0.428575
705,Zn,NiIn,0.728,6.713000000000000,1.845,0.415425
706,Zn,NiSn,1.178,7.492,1.935,0.403675
707,Zn,NiHf,0.578,7.2325,1.605,0.616725
708,Zn,NiTa,0.739,7.765,1.705,0.5875250000000000
709,Zn,NiW,0.9855,7.81,2.135,0.564275
710,Zn,NiRe,0.6530000000000000,7.76,1.905,0.544775
711,Zn,NiOs,1.128,8.17,2.055,0.528475
712,Zn,NiIr,1.3605,8.37,2.055,0.515825
713,Zn,NiPt,1.642,8.32,2.095,0.504175
714,Zn,NiAu,1.7325,8.433,2.225,0.490725
715,Zn,NiHg,0.578,9.039,1.955,0.476875
716,Zn,NiTl,0.6780000000000000,6.874,1.765,0.464175
717,Zn,CuGa,0.764,6.8625,1.855,0.3007500000000000
718,Zn,CuGe,1.289,7.813000000000000,1.955,0.292875
719,Zn,CuY,0.7675,6.9715,1.56,0.632225
720,Zn,CuZr,0.827,7.18,1.615,0.582325
721,Zn,CuNb,1.0605,7.2425,1.75,0.546325
722,Zn,CuMo,0.987,7.409,2.03,0.523275
723,Zn,CuRu,1.139,7.5435,2.05,0.483225
724,Zn,CuRh,1.1825,7.592500000000000,2.09,0.466025
725,Zn,CuPd,0.8925000000000000,8.0315,2.05,0.449875
726,Zn,CuAg,1.265,7.651,1.915,0.433975
727,Zn,CuCd,0.614,8.36,1.795,0.4192250000000000
728,Zn,CuIn,0.764,6.756,1.84,0.4060750000000000
729,Zn,CuSn,1.214,7.535,1.93,0.394325
730,Zn,CuHf,0.614,7.2755,1.6,0.607375
731,Zn,CuTa,0.775,7.808,1.7,0.578175
732,Zn,CuW,1.0215,7.853,2.13,0.554925
733,Zn,CuRe,0.689,7.803,1.9,0.535425
734,Zn,CuOs,1.164,8.213,2.05,0.519125
735,Zn,CuIr,1.3965,8.413,2.05,0.506475
736,Zn,CuPt,1.678,8.363,2.09,0.4948250000000000
737,Zn,CuAu,1.7685,8.476,2.22,0.481375
738,Zn,CuHg,0.614,9.082,1.95,0.4675250000000000
739,Zn,CuTl,0.714,6.917,1.76,0.454825
740,Zn,GaGe,0.8250000000000000,6.9495000000000000,1.91,0.274525
741,Zn,GaY,0.3035,6.108,1.515,0.613875
742,Zn,GaZr,0.363,6.3165,1.57,0.563975
743,Zn,GaNb,0.5965,6.379,1.705,0.527975
744,Zn,GaMo,0.523,6.5455,1.985,0.5049250000000000
745,Zn,GaRu,0.675,6.68,2.005,0.464875
746,Zn,GaRh,0.7185,6.729000000000000,2.045,0.447675
747,Zn,GaPd,0.4285,7.168000000000000,2.005,0.431525
748,Zn,GaAg,0.801,6.7875,1.87,0.4156250000000000
749,Zn,GaCd,0.15,7.496500000000000,1.75,0.400875
750,Zn,GaIn,0.3,5.8925,1.795,0.387725
751,Zn,GaSn,0.75,6.6715,1.885,0.375975
752,Zn,GaHf,0.15,6.412,1.5550000000000000,0.5890250000000000
753,Zn,GaTa,0.311,6.9445,1.655,0.559825
754,Zn,GaW,0.5575,6.9895,2.085,0.536575
755,Zn,GaRe,0.2250000000000000,6.9395,1.855,0.517075
756,Zn,GaOs,0.7000000000000000,7.349500000000000,2.005,0.500775
757,Zn,GaIr,0.9325,7.5495,2.005,0.488125
758,Zn,GaPt,1.214,7.499500000000000,2.045,0.476475
759,Zn,GaAu,1.3045,7.612500000000000,2.175,0.463025
760,Zn,GaHg,0.15,8.2185,1.905,0.449175
761,Zn,GaTl,0.25,6.0535,1.715,0.436475
762,Zn,GeY,0.8285,7.0585,1.6150000000000000,0.606
763,Zn,GeZr,0.888,7.267,1.67,0.5561
764,Zn,GeNb,1.1215000000000000,7.3295,1.805,0.5201
765,Zn,GeMo,1.048,7.496,2.085,0.49705
766,Zn,GeRu,1.2000000000000000,7.6305,2.105,0.4570000000000000
767,Zn,GeRh,1.2435,7.6795,2.145,0.4398000000000000
768,Zn,GePd,0.9535,8.118500000000000,2.105,0.4236500000000000
769,Zn,GeAg,1.326,7.738000000000000,1.97,0.4077500000000000
770,Zn,GeCd,0.675,8.447,1.85,0.393
771,Zn,GeIn,0.8250000000000000,6.843,1.895,0.37985
772,Zn,GeSn,1.275,7.622,1.985,0.3681
773,Zn,GeHf,0.675,7.362500000000000,1.6550000000000000,0.5811500000000000
774,Zn,GeTa,0.8360000000000000,7.895,1.755,0.55195
775,Zn,GeW,1.0825,7.94,2.185,0.5287
776,Zn,GeRe,0.75,7.890000000000000,1.955,0.5092
777,Zn,GeOs,1.225,8.3,2.105,0.4929
778,Zn,GeIr,1.4575,8.5,2.105,0.4802500000000000
779,Zn,GePt,1.739,8.45,2.145,0.4686
780,Zn,GeAu,1.8295,8.563,2.275,0.45515
781,Zn,GeHg,0.675,9.169,2.005,0.4413
782,Zn,GeTl,0.775,7.004,1.815,0.4286
783,Zn,YZr,0.3665,6.4255,1.275,0.8954500000000000
784,Zn,YNb,0.6,6.488,1.41,0.85945
785,Zn,YMo,0.5265,6.6545,1.69,0.8364
786,Zn,YRu,0.6785,6.789,1.71,0.79635
787,Zn,YRh,0.722,6.838000000000000,1.75,0.77915
788,Zn,YPd,0.432,7.277000000000000,1.71,0.763
789,Zn,YAg,0.8045,6.8965,1.575,0.7471
790,Zn,YCd,0.1535,7.605500000000000,1.455,0.7323500000000000
791,Zn,YIn,0.3035,6.0015,1.5,0.7192000000000000
792,Zn,YSn,0.7535,6.7805,1.59,0.70745
793,Zn,YHf,0.1535,6.521,1.26,0.9205
794,Zn,YTa,0.3145,7.0535,1.36,0.8913
795,Zn,YW,0.5610000000000000,7.0985,1.79,0.86805
796,Zn,YRe,0.2285000000000000,7.0485,1.56,0.84855
797,Zn,YOs,0.7035,7.458500000000000,1.71,0.8322500000000000
798,Zn,YIr,0.936,7.6585,1.71,0.8196
799,Zn,YPt,1.2175,7.608500000000000,1.75,0.80795
800,Zn,YAu,1.308,7.721500000000000,1.88,0.7945
801,Zn,YHg,0.1535,8.3275,1.61,0.7806500000000000
802,Zn,YTl,0.2535,6.1625,1.42,0.76795
803,Zn,ZrNb,0.6595,6.6965,1.465,0.80955
804,Zn,ZrMo,0.586,6.863,1.745,0.7865
805,Zn,ZrRu,0.738,6.9975000000000000,1.765,0.7464500000000000
806,Zn,ZrRh,0.7815,7.0465,1.805,0.72925
807,Zn,ZrPd,0.4915,7.4855,1.765,0.7131000000000000
808,Zn,ZrAg,0.864,7.105,1.63,0.6972
809,Zn,ZrCd,0.213,7.814,1.51,0.68245
810,Zn,ZrIn,0.363,6.21,1.5550000000000000,0.6693
811,Zn,ZrSn,0.813,6.989000000000000,1.645,0.6575500000000000
812,Zn,ZrHf,0.213,6.7295,1.315,0.8706
813,Zn,ZrTa,0.374,7.262,1.415,0.8414
814,Zn,ZrW,0.6205000000000000,7.307,1.845,0.8181500000000000
815,Zn,ZrRe,0.288,7.257,1.615,0.7986500000000000
816,Zn,ZrOs,0.763,7.667,1.765,0.78235
817,Zn,ZrIr,0.9955,7.867,1.765,0.7697
818,Zn,ZrPt,1.277,7.817,1.805,0.75805
819,Zn,ZrAu,1.3675000000000000,7.930000000000000,1.935,0.7446
820,Zn,ZrHg,0.213,8.536000000000000,1.665,0.73075
821,Zn,ZrTl,0.313,6.371,1.475,0.7180500000000000
822,Zn,NbMo,0.8195,6.9255,1.88,0.7505
823,Zn,NbRu,0.9715,7.0600000000000000,1.9,0.71045
824,Zn,NbRh,1.015,7.109,1.94,0.6932500000000000
825,Zn,NbPd,0.7250000000000000,7.548,1.9,0.6771
826,Zn,NbAg,1.0975,7.1675,1.765,0.6612
827,Zn,NbCd,0.4465,7.8765,1.645,0.64645
828,Zn,NbIn,0.5965,6.2725,1.69,0.6333
829,Zn,NbSn,1.0465,7.051500000000000,1.78,0.62155
830,Zn,NbHf,0.4465,6.792,1.4500000000000000,0.8346
831,Zn,NbTa,0.6075,7.3245,1.55,0.8054
832,Zn,NbW,0.854,7.3695,1.98,0.7821500000000000
833,Zn,NbRe,0.5215,7.3195,1.75,0.76265
834,Zn,NbOs,0.9965,7.7295,1.9,0.74635
835,Zn,NbIr,1.229,7.9295,1.9,0.7337
836,Zn,NbPt,1.5105,7.8795,1.94,0.72205
837,Zn,NbAu,1.601,7.992500000000000,2.0700000000000000,0.7086
838,Zn,NbHg,0.4465,8.598500000000000,1.8,0.69475
839,Zn,NbTl,0.5465,6.4335,1.61,0.68205
840,Zn,MoRu,0.898,7.2265,2.18,0.6874
841,Zn,MoRh,0.9415,7.275500000000000,2.22,0.6702
842,Zn,MoPd,0.6515,7.714500000000000,2.18,0.65405
843,Zn,MoAg,1.024,7.334,2.045,0.63815
844,Zn,MoCd,0.373,8.043,1.925,0.6234
845,Zn,MoIn,0.523,6.439,1.97,0.61025
846,Zn,MoSn,0.973,7.218,2.06,0.5985
847,Zn,MoHf,0.373,6.9585,1.73,0.81155
848,Zn,MoTa,0.534,7.491,1.83,0.7823500000000000
849,Zn,MoW,0.7805,7.536,2.26,0.7591
850,Zn,MoRe,0.448,7.486,2.03,0.7396
851,Zn,MoOs,0.923,7.896000000000000,2.18,0.7233
852,Zn,MoIr,1.1555,8.096,2.18,0.71065
853,Zn,MoPt,1.437,8.046,2.22,0.6990000000000000
854,Zn,MoAu,1.5275,8.159,2.35,0.6855500000000000
855,Zn,MoHg,0.373,8.765,2.08,0.6717
856,Zn,MoTl,0.473,6.6,1.89,0.659
857,Zn,RuRh,1.0935,7.41,2.24,0.63015
858,Zn,RuPd,0.8035000000000000,7.849,2.2,0.614
859,Zn,RuAg,1.1760000000000000,7.4685,2.065,0.5981
860,Zn,RuCd,0.525,8.1775,1.945,0.58335
861,Zn,RuIn,0.675,6.573500000000000,1.99,0.5702
862,Zn,RuSn,1.125,7.3525,2.08,0.55845
863,Zn,RuHf,0.525,7.093,1.75,0.7715
864,Zn,RuTa,0.686,7.6255,1.85,0.7423
865,Zn,RuW,0.9325,7.6705,2.28,0.71905
866,Zn,RuRe,0.6,7.6205,2.05,0.69955
867,Zn,RuOs,1.0750000000000000,8.0305,2.2,0.6832500000000000
868,Zn,RuIr,1.3075,8.2305,2.2,0.6706
869,Zn,RuPt,1.589,8.1805,2.24,0.6589500000000000
870,Zn,RuAu,1.6795,8.2935,2.37,0.6455
871,Zn,RuHg,0.525,8.8995,2.1,0.63165
872,Zn,RuTl,0.625,6.7345,1.91,0.61895
873,Zn,RhPd,0.847,7.898,2.24,0.5968
874,Zn,RhAg,1.2195,7.5175,2.105,0.5809
875,Zn,RhCd,0.5685,8.2265,1.985,0.5661500000000000
876,Zn,RhIn,0.7185,6.6225,2.03,0.5530000000000000
877,Zn,RhSn,1.1685,7.4015,2.12,0.54125
878,Zn,RhHf,0.5685,7.142,1.79,0.7543
879,Zn,RhTa,0.7295,7.6745,1.89,0.7251000000000000
880,Zn,RhW,0.976,7.7195,2.32,0.70185
881,Zn,RhRe,0.6435,7.669500000000000,2.09,0.68235
882,Zn,RhOs,1.1185,8.0795,2.24,0.66605
883,Zn,RhIr,1.351,8.279500000000000,2.24,0.6534
884,Zn,RhPt,1.6325,8.2295,2.28,0.64175
885,Zn,RhAu,1.723,8.342500000000000,2.41,0.6283000000000000
886,Zn,RhHg,0.5685,8.9485,2.14,0.6144500000000000
887,Zn,RhTl,0.6685,6.7835,1.95,0.60175
888,Zn,PdAg,0.9295,7.9565,2.065,0.56475
889,Zn,PdCd,0.2785,8.6655,1.945,0.55
890,Zn,PdIn,0.4285,7.0615,1.99,0.53685
891,Zn,PdSn,0.8785000000000000,7.8405,2.08,0.5251
892,Zn,PdHf,0.2785,7.581000000000000,1.75,0.73815
893,Zn,PdTa,0.4395,8.1135,1.85,0.70895
894,Zn,PdW,0.6860000000000000,8.1585,2.28,0.6857
895,Zn,PdRe,0.3535,8.1085,2.05,0.6662
896,Zn,PdOs,0.8285,8.5185,2.2,0.6499000000000000
897,Zn,PdIr,1.061,8.718500000000000,2.2,0.63725
898,Zn,PdPt,1.3425,8.6685,2.24,0.6256000000000000
899,Zn,PdAu,1.433,8.781500000000000,2.37,0.61215
